MiniProgram productId,stable SKU,商品,规格,售价分,当前资格,OS Product ID,OS SKU,OS状态,黑名单,口味选择,明确状态
bb,sku-1b3fa4ef6b1a1a99f4c081c766ae0369cdf9e67e43dc90907baa12ef75ff1f56,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b2,b2,b6",MAPPED_ELIGIBLE
bb,sku-019d8a1d0781c283e437f71f06a90e005b1feacad0fdc6956836b707fa28b492,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b2,b3,b3",MAPPED_ELIGIBLE
bb,sku-c0b5afd13b88781372952832ce6a18d2de959dbb0a5e55d80a0bcd4d0f35832e,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b2,b3,b4",MAPPED_ELIGIBLE
bb,sku-2821c06766fccf965f28821778fef6653a98a8fc9fbd82344914021c529b3c84,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b2,b3,b5",MAPPED_ELIGIBLE
bb,sku-5db6b48d1a41a9112cb7a93ff3ef1d31e36c4a4dd630ab94b6bf66da1b40921a,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b2,b3,b6",MAPPED_ELIGIBLE
bb,sku-3dede134970ee44c92b5e801cb70ca3b15c28f61bc7eaad94a794b3961aa7efa,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b2,b4,b4",MAPPED_ELIGIBLE
bb,sku-17214d99e653f9b5886404c4291b3d1447c3ce5762550dc601df50d8ae17024b,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b2,b4,b5",MAPPED_ELIGIBLE
bb,sku-9a76dac6b4e831825acd11e5483bf91e4c741e5e0922c273fcfc22672d14da82,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b2,b4,b6",MAPPED_ELIGIBLE
bb,sku-f59d8805db01b4489a5ac6b1c0598ead10f3d1a7c8baefc2e1707a75b5340d41,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b2,b5,b5",MAPPED_ELIGIBLE
bb,sku-02f60ea5c7bc65e6142ba5a0410b875c293adea344c1d7f16a9ef58081a2c4f0,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b2,b5,b6",MAPPED_ELIGIBLE
bb,sku-5999457c95868ee0b4628797edc1761a638355658a3d7b2caaed6d72baaa4e2c,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b2,b6,b6",MAPPED_ELIGIBLE
bb,sku-6a67e4469ed818d392859edc5ab5d0d40307911776816089eb0c0211296364ce,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b3,b3,b3",MAPPED_ELIGIBLE
bb,sku-5c9250982e21fe3cabfcfc92eb9e2aeada7adc6520f0ece4ccc3e8ff15489e32,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b3,b3,b4",MAPPED_ELIGIBLE
bb,sku-164f0cf80a6a88dc9c59c1325181f7b1df2a9925b7506ad25b03e90dfcb4386d,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b3,b3,b5",MAPPED_ELIGIBLE
bb,sku-efc7ff19007b4a39723b5f188ac728b711d3c38c2e3fbbe71ae736dd0635a1d7,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b3,b3,b6",MAPPED_ELIGIBLE
bb,sku-856ad2ad5378b8221da587407eb9e3e638bfad20f3b81edb077f569725a5b5d8,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b3,b4,b4",MAPPED_ELIGIBLE
bb,sku-568682191cf74669a936bebd4d5fd899705ab55e6f5a27f9844ab599e42183a4,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b3,b4,b5",MAPPED_ELIGIBLE
bb,sku-b918fb609996fd072ae79fafa8876229c0dd2c2c9bfc954006faadaa1c716e3d,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b3,b4,b6",MAPPED_ELIGIBLE
bb,sku-a1008235691d305624b0c40991aa29613c97b65ae33d7519faec88e1ecfe90f0,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b3,b5,b5",MAPPED_ELIGIBLE
bb,sku-aa670a5a30fa3bb70f1b55c2382d1f3be464353487822862e739567fe480c426,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b3,b5,b6",MAPPED_ELIGIBLE
bb,sku-6ba8002d6f785ee4061d26e1c98dcec25b954ff5916452937300f2cdd12f3122,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b3,b6,b6",MAPPED_ELIGIBLE
bb,sku-5be7bbb720880e6bf018032ffd57cf07c2e9ec06c027f64755e933b718c3f38e,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b4,b4,b4",MAPPED_ELIGIBLE
bb,sku-142b4149aa0c82c7f5f7ffa0b1a258a0025a944eb08706935c6933d1d03e4d0e,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b4,b4,b5",MAPPED_ELIGIBLE
bb,sku-8418c4017df71b62a4cf22059b32366cebe4976c3f45b509d083102d48b616a8,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b4,b4,b6",MAPPED_ELIGIBLE
bb,sku-53c256ad0091691dcaaab167971faf8b566453466393405b11c74924758c7e4e,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b4,b5,b5",MAPPED_ELIGIBLE
bb,sku-ed5f9f068fb7f65e91450b543632ffcd5dfe6f912e5d65ad52be26b539c08241,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b4,b5,b6",MAPPED_ELIGIBLE
bb,sku-4ec000248ed0192c762d089d3b4cc7be1160b5910e678438015bf210d5e6c4dd,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b4,b6,b6",MAPPED_ELIGIBLE
bb,sku-a19028e886f69ba404df2596cee9cf75e41e33dffc7414cc9ae3cc535aa71e62,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b5,b5,b5",MAPPED_ELIGIBLE
bb,sku-a42eef277711e2066d6acc23935a00a87dfbb818c2d2dcfa99d4cc44b7cc4689,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b5,b5,b6",MAPPED_ELIGIBLE
bb,sku-25ca1f0434bdfdc3ab0c7a427db5be921700158e82ea8040383f1e9529aaaaf6,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b5,b6,b6",MAPPED_ELIGIBLE
bb,sku-02c0179c8b8a5086a31fc5e8292ca060140a4ada32309f1e19c4efd4fbe0062c,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b2,b6,b6,b6",MAPPED_ELIGIBLE
bb,sku-0d2c416a73f4f63c8e8ac48999278fbf6053d4cd1a1302696a3ec2c1661cab6a,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b3,b3,b3",MAPPED_ELIGIBLE
bb,sku-73cfadfaaa3cad9a981fe66371dc382d65310dd2c06a4c123153852f216e8a53,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b3,b3,b4",MAPPED_ELIGIBLE
bb,sku-cb908ee1ccd11fb0adfaeccb688657767d337a744587b76a3e2faf3f24e0c29d,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b3,b3,b5",MAPPED_ELIGIBLE
bb,sku-8cfb843378fb86a2d3ac06cc5a528b249edf80b55ff08dceddd39bb28f4de1f2,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b3,b3,b6",MAPPED_ELIGIBLE
bb,sku-ad786ef52b7076e9c19cb5c1e9a9d200c6c0789164be9bb42b3dc4d84be60f68,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b3,b4,b4",MAPPED_ELIGIBLE
bb,sku-bd9353aec9c63691c24e717aa083aa384cdb1c29d471b291ae740e5422698aa7,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b3,b4,b5",MAPPED_ELIGIBLE
bb,sku-27e456d0763bf77713f547f32c2d71284f8a41c260dc299cdc2f6dada90a8afa,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b3,b4,b6",MAPPED_ELIGIBLE
bb,sku-4b104a436c06584a499dcb0ae2c83511f986ada2b9de4c0e4cd4533979001c13,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b3,b5,b5",MAPPED_ELIGIBLE
bb,sku-42157e2d42a3ca72303cc6ea23f69a158a7e131c3626d26b2031dd4fdb707ad0,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b3,b5,b6",MAPPED_ELIGIBLE
bb,sku-d4c7318fd71b63010a28279c3fe9de04cc4172c24b4ca2378af8d1dd17efa0df,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b3,b6,b6",MAPPED_ELIGIBLE
bb,sku-b60cfbfa864314c659a945d2184c0313b8941d41ae81cf99e909fba6f1230594,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b4,b4,b4",MAPPED_ELIGIBLE
bb,sku-0b19b434c91deb822311a052023dbb17e35f813219659044107f2fba36195942,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b4,b4,b5",MAPPED_ELIGIBLE
bb,sku-9b3580a3b42ab83b6eb842c134c420dcdd637b8e23f44fe942a62e5eb2b4aeef,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b4,b4,b6",MAPPED_ELIGIBLE
bb,sku-3a4d99ac3d3003192ed1c8d6e3e7094f72efaab82d6b66e4ebb9d7bc71228432,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b4,b5,b5",MAPPED_ELIGIBLE
bb,sku-8190cb663aaf6f5a076738aaea44e97ac0fdfe2b86da65ef44069db0f1d7e625,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b4,b5,b6",MAPPED_ELIGIBLE
bb,sku-ec0863b5cc38aebe26f3feae89ef529711108f11ba21a202b63bb653835a8734,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b4,b6,b6",MAPPED_ELIGIBLE
bb,sku-b8066c3495eb02292cee9669dd3cb98b8a0dc04b44b8291770159ad7a9007cad,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b5,b5,b5",MAPPED_ELIGIBLE
bb,sku-21b75a93bdf95ac4b77092760bcd9161e2d958ba942584a9748e3e7a77d6f7ee,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b5,b5,b6",MAPPED_ELIGIBLE
bb,sku-1f03632bb482096ba80791a2fd7f045747d4f8af80914c852c7acafd6a43b0cb,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b5,b6,b6",MAPPED_ELIGIBLE
bb,sku-d29e6a4217baef0f63bbcc9eef4538e6385cc7c3e4f91fc1153d89d93174b1bf,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b3,b6,b6,b6",MAPPED_ELIGIBLE
bb,sku-6fa36b7a25f06962bdd63f198fcbe7208fbc71a74cec66758bf8429969675fd5,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b4,b4,b4,b4",MAPPED_ELIGIBLE
bb,sku-1c4135b8e5317457f31d11869f4add9cd90c9bf6aacda2f142a59158a9457623,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b4,b4,b4,b5",MAPPED_ELIGIBLE
bb,sku-9199c3b583d5a09f8cbc12b5034089f28837a2c340693389803654994ed6ca36,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b4,b4,b4,b6",MAPPED_ELIGIBLE
bb,sku-d3799873bfdcabad363d8a2000191d153ad636ae195ec38a18df1a34015cb1d8,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b4,b4,b5,b5",MAPPED_ELIGIBLE
bb,sku-1711332ff63fdcfc20e972c0c2d0f64d05226f32d83cde66e422d7f82abd113c,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b4,b4,b5,b6",MAPPED_ELIGIBLE
bb,sku-b8c43b34e9c9bdc3a5b1acf00475f605054c282d0d4267ba9f19e7f47d08310d,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b4,b4,b6,b6",MAPPED_ELIGIBLE
bb,sku-45d7ee6605c726342329e6b7507d8f2599c2947158a9514cd837d514b775b9de,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b4,b5,b5,b5",MAPPED_ELIGIBLE
bb,sku-9443f7648153b3e37618175c55c1d512bf698683ac7bba969bb022cdc3e7d5d9,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b4,b5,b5,b6",MAPPED_ELIGIBLE
bb,sku-63b04d0704dc85818c153c706e04304ad6a9a90697b209a379aab5f729d8452b,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b4,b5,b6,b6",MAPPED_ELIGIBLE
bb,sku-f6affc7bbc29c134a252358729bbdaf4a14b21805dffe8707be2608d3845334d,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b4,b6,b6,b6",MAPPED_ELIGIBLE
bb,sku-4c111e3046011abdc5b20ab2d04d947e65e25319c0b62770e3497128b2fe8d90,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b5,b5,b5,b5",MAPPED_ELIGIBLE
bb,sku-be74591956ecd1f0a1e0ef028dc9e7345a9958f8c9a1530f6a6c9559a01bed15,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b5,b5,b5,b6",MAPPED_ELIGIBLE
bb,sku-0afc4df5a6d4cc07dc0f1a1d7fa8b4d61bf116215ea13e36a7057a8227589bf5,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b5,b5,b6,b6",MAPPED_ELIGIBLE
bb,sku-2b5273b037ab6b65f812ef872ae17216846e78c53cf235e9dc63de4c722dc9fc,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b5,b6,b6,b6",MAPPED_ELIGIBLE
bb,sku-1e848b9f6e902204656abb3e3bd45ba7446d7489c967c72531824c24067790a3,Balls-礼盒,4款自由搭配/盒,29900,True,it-fb77c912-793c-428c-a200-b4f873594496,BUDU-BALLS-BOX-4,ACTIVE,NO,"b6,b6,b6,b6",MAPPED_ELIGIBLE
